    6.88   -10.06     7.42    25.47     5.52    -8.91     2.59     1.61    -1.58     3.38    -1.90     0.70    -6.71
   -3.26   -21.69   -14.11     6.80    -8.38    11.18    -9.96    -3.74     2.54     2.90    -3.83     5.88    -6.08
    6.14    -3.72     4.17    35.44     1.06    -3.50     5.46    -1.46    -4.26     7.97    -9.77    -7.29    -4.58
   -6.18     0.58    -5.18    10.98    18.30    -4.26    -5.57     5.24    -9.02    -5.13    -2.56     2.65     1.46
  -23.82    -0.22    -2.05    -4.17     0.16     5.47    -4.51     2.64   -12.42     1.09     9.14    -4.56     4.96
  -20.56     8.33     5.91    -7.94    -2.49    -1.78    -7.11    -3.45    -2.53    -5.44    -2.58     0.79     3.46
   20.74   -10.87     0.30    -5.12    -0.40     0.12     3.27    -8.63     1.30    -6.98    -0.22    -8.16    12.90
   15.45    15.21    17.05     3.89     0.50    18.80    -2.95     2.48     3.34     5.07     3.00    -0.93     5.07
   -4.34   -16.60     4.04    23.14    14.26    -5.27     1.96     2.59    -2.23     3.96    -3.06     2.90    -2.81
   25.73    -2.29    -2.49     2.50    -0.69     5.26     4.20    -7.88     1.56    -9.02     1.02    -4.45    11.42
   13.14    15.44     4.83     7.21     2.38     8.43    -3.87     3.98   -10.27     1.87    -3.52    -2.91     7.55
    5.47    22.34    -3.16     6.66    -7.45   -13.13     3.02     1.93     0.71     2.41     0.47     3.24     3.61
   15.70    15.55    16.60     5.58    -2.09    16.99    -1.46     5.41    -4.15    -4.16    -3.40    -3.71     1.15
  -13.85     5.92   -10.61     3.00     4.96    -6.62    -1.85    -9.28     9.42   -14.07     1.71    -1.37    -5.09
   -3.56    -9.92     3.32    21.35    18.62    -6.10     0.91     0.74    -8.11    -4.04     1.01    -0.18    -5.78
   27.91     2.43   -14.76    -1.21     6.54     2.09     8.86    -5.62    -3.91    -2.69     1.33    -6.04    -4.10
    3.80   -11.78   -16.98     1.19    -9.93    12.79     0.65    -3.36    -3.59    -4.37     5.85    -4.59     0.60
  -13.02    17.80     0.65    -0.23    13.28     2.58     0.19    -3.51     4.76     9.28    -2.07     1.23     2.60
  -10.00    -5.92    23.83     2.02   -10.59    -7.97    -6.03    -7.26    -7.01     7.92     2.36     1.58    -3.31
   -0.30   -17.88    -2.47     8.15   -14.21     5.36   -11.94   -10.50     4.86     4.20    -1.55    -5.08    -5.02
   -1.04     4.48     6.11     2.86    -2.25     0.80   -13.19    13.76     1.17     1.48     7.86    -4.97     1.80
   -5.69    12.22   -20.96   -22.75     2.61    -0.67     4.99     2.78     3.80    16.05    -2.42    -3.18    -7.20
  -19.76    13.11    -4.40    -5.96    -4.80    -2.43    -4.79    -0.09    10.28     0.67    -5.02    -0.81    -3.38
   -6.73    -7.35    12.55     0.27     3.41    -2.62    10.19     9.80     8.40    -7.52    -8.66    -8.46    -2.39
    8.71   -26.67     2.12    -5.74    -5.15   -10.15    -4.36     4.73     5.36     4.17    -0.28     1.80     3.42
  -18.09    13.63    -9.93     0.72     0.47    -6.41    -5.56     2.37     9.68    -4.80    -2.62     6.40    -4.96
   -8.86     0.95     5.02   -14.62    -1.04     1.86    26.22    -0.69     0.20    -2.01     4.54     3.98    -1.15
    3.25    -4.51    -0.59     9.28    -4.35    -6.91   -11.92    11.75     4.10     0.96     8.08   -11.35     0.08
    4.60    25.60    -1.88    10.21   -11.29    -3.68     2.24     2.92     4.38    -0.16    -1.93    -4.13     0.09
   -0.08   -13.41   -23.29     2.19    -1.73    12.34    10.52     2.82    -4.00     0.30    -1.52    11.89     2.20
   -8.89   -17.29     1.94     7.39    -7.08    12.49    -8.03   -17.55     2.42     0.79    -5.95    -2.92    -4.64
   24.97    -4.55    -8.96     4.33    -5.51     5.42     6.16    -4.61    11.13    -7.80     5.95    -4.29     2.82
  -12.96   -10.20    22.50     1.44     0.12    -6.39     8.23    -7.57    -3.16    -7.66    -3.47     0.33    -7.26
  -13.73    13.46    -5.95    -1.01    -4.14    -2.62   -10.55     2.74     8.70    -3.74    -3.46    -0.73    -4.21
   15.86   -11.20   -13.71     9.01     2.17     9.64    -2.10     1.27    16.14     1.82    12.04     9.60    -0.67
    1.52   -11.17     2.69     7.81   -11.28    -8.69    -9.52     0.44     1.62    17.92     0.50     0.98     5.19
   -7.23    -0.42    -4.91     8.11    21.12    -8.45    -2.84    -1.31    -4.31    -5.82    -3.92     0.04     2.38
    3.55    -2.80     8.41    -9.97    -4.56    -3.53   -10.36    14.76    -4.80     6.16     8.11    -1.62     2.91
   -5.56   -13.21     8.83     4.83    -4.40   -13.64    -7.40     2.21    -3.07    -1.45    12.66    -2.91     2.51
   -1.92    24.37    -0.62    12.53    -8.43     2.11     1.36     7.28     0.71     9.55     2.53    -4.42     6.30
   23.26     4.66    -9.58   -17.17     4.59    -2.04     4.66   -11.96    -1.95     5.24    -1.31    -4.97    -7.80
   13.82    11.72    15.01    -2.20     5.42     3.63    -9.10    11.50    -5.08    -4.52    -1.92     2.01    -1.14
   18.95    -7.15   -14.41    -9.93    -0.29     1.37     0.56    -3.49     0.87    -4.09     0.87    -7.78     0.22
   -3.89     4.66    -6.27     0.09     1.37    -0.03    -8.92    11.19     3.09    -7.46     3.20     1.91    -2.68
   10.90    15.76    -5.66     0.25   -10.15   -12.59    -7.36    -1.63    -1.55    -0.87     2.25    11.39    -4.33
   11.82    12.62    -9.31     4.26   -15.58   -12.11     0.66     3.91     3.87    -4.22    -9.75     1.74    -5.42
   -9.73   -12.32    -0.61     0.13    -9.41     3.79    13.81     5.52     2.20    -4.75    -1.45    -1.42     6.39
   -3.45     1.53     1.88     0.65    -2.78     8.38    -2.57    16.31     7.20    -5.29     0.95    -0.82    -9.14
    8.58   -25.71    10.09    -3.08    -0.62    -7.26    -2.76    -1.09    -2.83     5.53    -5.14     3.91     6.38
  -15.52     5.17   -16.26     1.29    -5.15    -9.17     6.96    -4.57    -3.44     6.42     0.25     8.93     3.62
   -5.70   -20.61    -7.79     6.73   -11.44    10.00    -8.40    -7.93     2.34     7.17    -2.19     2.02    -2.81
  -20.10     6.55     8.79   -11.59    -1.13     6.57    -2.94    -8.75    -4.53     4.68     3.39     0.40     6.82
   18.27    -9.81     2.72   -18.41    -4.75    -8.99    -0.21    -8.80    -6.14    -1.11     0.15    -6.37     5.66
  -19.81    14.17    -3.07    -1.86    -0.03    -6.74    -0.82    -3.65     5.16     3.18    -3.92     1.01    -1.77
   -5.61    -0.83   -12.46    -1.81     6.11     1.77    -0.98     9.43     0.68    -4.57    -1.58     7.96     0.39
   -1.17    -8.90     6.72    25.73     6.93    -2.83     4.85    -3.35    -1.84     9.83    -5.47     4.98    -4.21
   -3.07   -20.75   -11.50     9.88    -4.31    12.78    -6.85    -1.46     0.83    13.92     1.40     2.27    -6.57
  -24.64    12.64    -7.66    -3.56    -4.81    12.69     5.22    -3.23    -6.53     8.52     0.27    -2.78    -1.85
   15.53     4.34    10.47   -13.46    -2.62     1.00    -3.69    -3.35    -2.72    -2.46    -0.03    10.20    -3.43
   -3.50   -14.05     4.92     6.22   -13.96     2.19   -15.04   -19.83     5.38     7.74     3.31    -6.02    -9.19
   -3.71     0.74    -0.68     8.91    12.19    -8.32    -6.99     8.47   -10.75    -1.52    -2.47     0.16     2.27
    0.83   -17.12   -22.98     2.38    -3.76    15.09     2.67     0.44    -1.45     4.91     4.54     7.65    -1.48
   -6.85     8.30    -0.99     7.60    19.84     0.78    -3.80     3.03    -9.69    -8.91    -1.03    -8.04    -1.77
   -8.20    13.17    -8.82     0.76     1.85     6.74    -7.18    -1.74     6.95   -11.97     2.10     2.00    -6.52
   -9.85    12.69    -7.70     1.37    19.74    -1.57    -2.58    -7.56     2.13     0.36    -4.18     2.83     8.23
    4.65   -19.73     6.17    -0.33   -10.09     7.08    -1.93   -20.34     3.95    -5.01    -2.29     5.10    -0.23
   11.13    15.96     8.59     3.85    -8.98   -11.38    -1.59     1.25     4.14     3.02    -1.24     8.89    -2.79
   -4.88   -17.23   -13.20    16.36     0.40     1.45     1.56    11.47     9.94     3.21    -6.05     5.93     0.53
    3.98   -26.12    10.23    -9.06    -6.55    -4.13     0.27    -2.97     0.86     2.72     0.62     3.78     5.18
    3.90   -19.07     4.23     4.39    -7.38   -10.10    -5.97     7.00    10.32    -2.20     1.94     3.34     6.36
   -5.49     3.35   -11.88    -3.19     6.65     3.39     0.52    14.10     2.02    -9.15    -1.36     0.51    -2.19
   25.96     0.35     1.38    16.84     1.02     3.48     8.50    -9.87     4.39    -5.89     0.77    -0.03     5.36
    2.24   -19.46    -7.84     4.35   -10.56    15.64    -4.82    -8.65    -2.18     1.03    -5.76     0.00     0.95
    5.22   -13.40   -12.77     0.26    -6.35     8.22    -3.70    -0.69     0.12    -8.27    -6.88    -4.52     1.10
  -10.89   -11.06    19.32     3.47   -14.99    -3.22    -5.37    -4.66     0.36     4.61     2.71    -0.61     2.69
    2.94   -15.61    -9.44    10.75    -6.11     7.34    -5.19     2.60    -2.71    -5.33    -7.45     0.62     4.64
  -13.82    10.47    11.63   -13.33     5.13     4.93    10.03   -10.81    10.76     7.88    -0.30     8.20     5.27
   -3.12   -17.36   -18.84     4.64    -8.54    15.57     3.90     0.48    -5.44    -2.90    -2.04     4.77    -0.41
  -10.01    13.84    -2.53    -0.72    -6.75    -6.66    -8.27     1.32    12.38     0.07    -4.39    -1.58    -2.48
    3.28    -7.28     1.59    -0.64    -6.88   -15.50   -12.66     3.30    -1.40    -9.05     9.64    -1.82     1.48
  -13.99    12.54    -1.40     4.14    15.87    -4.20     1.87    -4.39    -2.23     5.35    -3.52     1.00     3.56
   24.13    -0.41    11.61     6.70     1.69    -3.77     0.83     7.85    -5.74     2.72     1.88    -1.19     1.55
    1.43     3.53    -9.38     7.09    15.97     0.98   -12.17    -5.71    -2.96    -9.07    -3.92     3.31    -3.54
   -2.82    -7.25     0.73     9.23    21.02    -7.29     6.45    -2.61    -6.14    -1.57     2.52     4.86     6.12
  -17.57   -11.61    18.95    -1.43    -9.72     6.76     8.84     3.07     5.51    -0.15     1.09    -3.59    -2.88
  -11.56    -2.34    17.58     1.41    -3.70    -5.83    -0.51    -0.94    -2.53    -5.46   -10.73     0.64     0.62
   18.79    -5.14    -5.16    -3.19    13.31     5.69     8.73    -2.28     8.18    -2.85     3.72    -5.10    -1.79
  -12.02    -5.90    23.33     2.77   -14.27    -3.25    -2.32    -4.49    -4.34     7.49     3.67    -5.37    -6.41
   21.08    -0.60   -10.64     2.83    -0.55     5.17     8.24    -6.68     9.25   -10.71    -1.05    -6.24     5.44
   -3.81     8.64    -8.22    -3.46     2.70    -2.55    -2.48     1.12    11.08   -13.97     3.77    -0.76    -4.31
  -11.94    -4.94    19.91     3.09   -10.24    -8.94    -3.33    -5.36    -9.47    -4.60    -6.04     2.20    -4.02
   -4.25    -8.27    -3.01     5.65    -2.81    -6.42   -10.48     5.13    -2.63    -0.91    10.91    -3.64     5.63
   -3.81    15.42   -22.39   -18.45     2.39    -0.24     7.75     4.99     2.32    17.23    -4.36    -1.12    -8.11
    1.48    21.95   -15.38    18.15    -8.36    -7.90     0.99    -1.03    -7.06    -4.75     1.72    -7.79    -4.70
    0.64   -18.18    -6.39   -14.43     1.55    -9.83    -1.37     2.49     1.59    -9.11    -6.76     5.60    -1.15
    1.33    25.52     0.50     9.23    -8.76    -0.19     6.10     5.42     0.03     3.95    -1.83    -3.95     3.93
   24.43    -4.36   -12.00     2.77     8.88     5.47     5.60    -4.07     5.23    -6.50    13.56     2.13    -2.22
   14.39     7.26     1.18    -0.87    -3.91    -0.73   -11.32     5.89    -1.76   -14.28    -7.35     1.89    -1.87
   -0.61   -21.08    -2.68     7.08   -18.48     7.03    -8.32   -10.97     2.43    -2.75    -4.09     0.08    -3.05
  -16.29    15.54   -14.64    -1.94     2.83    -3.99    -5.86     4.70     5.30     4.27     4.52     4.51     3.22
   -7.86    -4.66   -28.13    -7.51    -0.80    -8.49     6.03    -1.00     2.84    14.43    -5.38    11.60     5.70
    4.76   -25.38    10.23   -10.00     0.59    -7.05     3.20    -2.43     1.22     0.89    -2.40     4.89     7.96
  -18.93    12.20     2.08    -4.97     1.82    14.30     2.09    -2.26    16.76     7.23     6.43     1.47     3.40
    7.21    17.88    -7.81    11.31    -0.34   -14.22     3.64     1.75    -5.27     3.64    -3.41     5.85     4.92
   -0.82   -11.80     6.66     0.70    -1.73    -6.28     1.59    -7.04     2.89     1.92    25.39     2.30    -1.97
   -5.85    -3.99     8.01    -3.54    10.73   -11.38    -3.98     0.52    -5.91     0.50    -4.39    -0.53    -7.93
    6.30    -1.64    -1.84    -9.29    -3.66     1.06    -7.49    15.10    -8.24     6.09     8.93     2.17     2.02
    1.49    29.21     1.92    12.12   -13.07     2.41     1.11     6.06     3.88     4.41    -0.61    -3.56    -0.24
   -4.71   -10.98     5.48    28.15     8.10     0.73     1.26    -1.39    -1.06    13.84    -9.05     0.02    -9.97
   17.88    12.10    13.97     5.93     3.19     2.38     0.50    10.23    -7.97    -3.61    -3.01    -5.14    -1.00
  -16.47    14.34     3.79     2.94    17.81    -0.81   -10.03     0.59    -4.96    -1.21    -1.90     1.67    -4.01
    0.48   -26.57    10.96    -9.31    -1.41    -2.83     3.86    -7.11     2.31     2.20    -0.62     5.76     7.55
    5.66    17.13    -3.58    16.46    -3.72    -6.51     3.73     2.14    -9.03     9.64    -0.35     0.32     9.56
  -14.22     3.07     7.58    -8.25    -2.52    -0.31    -4.48    -7.00   -15.08    -3.13     2.21    -1.25     8.46
   -9.23    -2.83     5.69    -3.38     1.88     1.12    18.54    13.19     9.62   -10.46    -7.26   -10.84    -2.26
   -2.71   -10.44    17.58    -8.45   -18.79    -1.19     5.12     5.84    -0.41     1.77    -0.40    -1.10     2.43
  -10.39     7.64    -6.95     9.87    19.20    -1.98    -6.52   -10.09    -5.19     2.87     2.49    -3.60    -0.76
  -11.43     5.64     6.25     1.91    -3.01     2.82   -15.33     9.05    -1.70    -5.42     7.27    -6.14    -0.69
  -12.51    14.96     8.07    -1.67     8.88     8.64    -1.55    -7.83     6.51     6.77     2.99     4.05     1.54
  -13.80    -6.24    26.75     1.29   -11.53    -1.54    -1.69    -4.10    -4.42     7.09     0.96    -2.86    -6.93
  -23.63     3.12     0.85   -12.38     2.88    10.08     0.02    -1.48   -10.54     2.07    -4.08    -6.91     7.00
  -11.41     9.93    -1.98    -6.04     1.74    -1.32    -6.25    -0.04    12.39    -7.08    -7.78     1.11    -3.40
   19.35    17.40    13.11     2.37     1.12     3.92    -5.01     0.85    -8.68    -9.36     1.88    -0.02     2.15
   17.06    11.34    10.76     0.62     0.80    18.61    -5.01     6.97     0.16     5.60    -6.07    -1.30     1.89
   19.75    12.14    12.25    -6.10     3.00     1.79    -8.78     4.98    -3.66    -5.15    -8.35     4.32    -2.85
    4.22    -7.94   -16.31   -23.70     4.55    -7.29    -3.25     8.51     3.55    -4.81    -6.53     1.01    -7.62
  -10.22    -5.53    -4.28     0.74    -3.18     4.89    20.50     7.23    -0.86    -2.96     4.22     0.96     3.27
   11.72    -7.77     0.78    12.21    -7.68     6.71    -3.83    -6.22     8.87    -7.87     2.71    -6.26    12.63
   -6.42    11.67   -19.28   -21.14     3.30     0.52     9.84    11.27     3.53     6.38    -7.96    -3.71    -5.75
  -13.95     5.68    -0.91    -9.16    -4.38    -4.16    -5.32     2.23    -5.22    -7.60    -4.33     2.36     7.70
  -17.05    11.87   -14.06     0.99     2.08    -5.86    -4.19    -2.31     3.64     8.21     0.62    -2.57     0.85
   26.24     8.71    -9.08    -3.48    -6.87    -7.93     8.57    -5.97    -3.25    -0.63     6.30     2.60    -0.32
  -11.95     4.78     8.37    -2.77     1.25     7.79   -12.40     2.38     2.28    -3.12     1.60    -4.43     0.16
  -12.60     7.35    -3.59    10.10    22.42     2.01    -4.45    -7.14   -15.17    -1.88    -1.98    -0.65    -4.19
  -27.18    13.73    -1.08    -4.22    -7.10     8.76    -0.12     2.46     0.02    -0.84    -4.86     4.68     1.12
   -1.73    -4.80    13.81   -28.80     9.09     3.54     5.33     1.23    -2.51    -1.95     0.99     4.39    -0.74
    7.88   -23.87     3.54   -10.08     5.72    -3.66     2.24    -4.77    10.71     0.46    -2.49     2.25     6.33
   -2.41   -16.55   -15.01     5.79   -11.04    14.56     0.50     0.81    -8.01    -1.61    -3.66     2.38    -0.39
   13.95    10.85    13.38     5.39     6.46     1.28    -7.53    11.83    -8.36    -1.21     1.76    -1.95     0.24
    2.73    20.41    -6.64    11.67    -8.00    -5.51     2.25    -2.06    -5.88     4.89     3.52    -0.59     7.14
   -5.30   -19.89     3.84    17.58    18.99    -4.29     4.87     0.75    -4.69     4.15    -2.12     7.11    -0.65
    1.43    -0.82   -26.24     0.62    14.93     0.81     1.38     2.04     6.72     7.35     4.14     3.86     2.88
  -15.67   -12.62    22.62    -1.63    -0.80     0.12    19.34    -2.02     0.82    -5.08     0.03    -6.78    -7.50
   -0.85    14.31     2.75     1.16    19.47    13.77    -5.97     2.04    -5.03    -0.01    -5.13     3.16    -0.95
   28.46     4.97   -12.60    -3.89     2.56    -1.59     5.37    -3.49    -0.55    -5.32    -1.24    -5.94    -5.30
   -5.82   -12.02    16.73    -0.21    -1.05    -6.32     0.30     8.44     8.41     0.07    -7.98    -0.66     3.94
    5.25    -6.17     2.65    19.04    12.48    -3.59     6.80    -0.34    -5.58     0.66     4.05    -5.07    -4.03
  -23.16     7.13     2.28    -4.57    -0.16    13.89     2.03    -0.80     2.32     7.63    -3.13    -4.17     5.78
   -1.78    16.50   -14.57    15.09    -3.58    -3.96     5.66    -1.05    -4.55     1.45     4.92    -1.73     6.57
   29.96     5.78   -12.95   -14.40    -4.87    -3.60     4.30    -9.16    -6.45     2.55     2.71    -3.17   -11.36
  -18.59    -3.48   -14.66     1.27    -1.48     0.01     8.51     1.34   -14.52    -0.89     7.47     3.91    -0.01
  -17.12    16.38    -2.30     0.33    -1.04    -3.49    -5.55    -3.12     9.48    -5.85    -0.08     1.45    -4.83
   19.35     6.21    15.67    -7.02     0.22    14.26     4.23     0.08     1.29     7.49    -1.88     9.04     0.52
   19.77    10.04    20.57    -1.11     0.98    17.42     0.79     7.10    -0.53     0.66    -0.53     3.40     1.10
   -9.71   -16.19    -0.20    15.60     3.72    -1.13    -3.76     1.89    -3.55     6.00     9.83    -4.35     1.83
   -9.64     0.64    26.29     1.10    -6.74    -5.48    -4.76   -10.91    -6.60    10.10     4.22     0.65    -4.13
  -25.12     4.01     4.32    -4.86     0.54     9.23    -6.72     2.19    -8.02    -1.74    -0.07     1.56     2.32
    9.34   -19.44     5.96     0.59    -9.73   -12.65    -8.52    -1.77    11.47    -5.56     4.48     2.17    -1.64
  -18.30     9.05    -3.67    -6.61    -1.78     3.29     5.49    -2.77     4.20   -10.91   -14.36     1.56     4.18
    7.37    -3.71    -4.16   -13.43    10.38    -2.65     3.60    12.29    -2.03     1.63     0.48   -15.01    -2.26
  -22.00    -7.16    -6.91    -5.36    -0.09     1.14     0.77     0.27   -15.30    -4.66     2.61    -3.00    -0.29
   -5.98   -21.55     3.15    17.01    14.57    -3.25     3.73     2.22    -2.65     6.77    -5.35     7.72     0.57
   16.36    -2.55    -5.88     8.91    11.26    11.50     9.28    -5.34     1.76    -8.49    -2.35    -4.24     3.39
   25.23    -0.67   -10.68    -5.40     3.08    -2.76     3.55    -3.76     4.70    -8.26     1.32    -0.36    -5.97
  -23.28     5.67    -1.42   -12.98    -6.22     2.15     3.48    -4.98   -10.79     0.48    -1.28    -2.97     2.54
   17.51    10.42    15.24     0.34     1.03    15.05    -3.42     6.63    -0.94    -3.53    -6.86     3.92    -1.15
    8.67    24.90    -0.06     2.01    -8.42    -2.10     4.78     1.41     7.75     3.50    -2.93    -1.09     1.53
    2.15   -17.02   -19.36     8.15    -1.10    18.65     6.67    -2.50    -9.37     1.88     4.42    15.13    -2.71
  -11.13    -4.21    26.91     3.08     1.98    -2.05    11.04    -0.09     3.27    -1.80     0.15     2.28    -4.05
  -10.41     8.38    -3.69    -7.52    -2.60     7.39     4.31    21.36     4.13    -4.45    -7.34    -1.21    -2.50
   14.54     2.63   -13.95     1.72    13.82     5.69     3.10    -8.11     7.73    -6.40    12.43     0.50     0.15
   18.66    -3.96   -10.46     5.65    -8.58     3.77     5.40    -3.60     7.93   -12.31     4.01    -7.49     9.65
   18.33     7.47    17.52    -8.34    -1.23     7.40     6.59     2.91    -3.83    11.22    -3.11     4.46    -1.69
   -1.70    -9.79     9.89     5.05     0.02   -14.23    -9.25    -6.72    -1.52    -4.12    21.25    -6.14     2.30
    7.23   -14.03   -23.78     7.39    -1.46    10.87    -2.85     0.12    -4.71    -2.35     3.36     3.83    -5.11
   -6.89    -9.34    22.34    -6.10    -2.04    -3.74    19.92    -0.24     1.13    -2.89     4.09     2.98     3.88
  -20.65     5.32     7.51    -8.96     2.59     4.02    -1.73   -11.47    -8.19     3.88    -1.36     0.96     6.89
   19.47   -10.70    -2.85   -16.84     0.16    -4.45     3.52    -8.68    -3.88     7.60    -3.67   -16.75     7.16
   -7.75    -2.22    26.93     6.81    -1.37    -5.54    10.81    -5.55    -1.81     6.21     4.61     7.33    -5.19
  -12.37     4.73    -4.70    -1.81     1.51     3.98    -9.17     5.12     4.13    -4.89    -0.36     2.40     3.22
   -1.38     3.84     4.02     5.44     1.01    -9.95   -13.06     6.48    -7.78     7.08     5.88    -9.27     1.71
   10.70    10.94    -2.40    -0.60     3.92    -0.93   -14.44     5.28    -0.81    -3.74    -7.23     4.85     1.25
    0.43    -8.01     7.19    26.77     5.36    -5.56    -9.29     0.25    -2.33    18.90    -9.54     5.28    -8.66
  -23.97     4.13    -8.34    -1.03    -0.84     4.21     1.05    -1.58    -4.98    -2.90    -1.87    -4.49     4.39
  -12.26   -14.95     4.76     4.76    -2.00    -8.21    -3.98    -4.08     2.52    -1.01    15.04    -3.14     1.41
  -15.32    16.38     5.89     2.85    13.55     6.39     1.20    -8.47     6.74     9.17     2.11    -2.27     1.79
   -3.78   -15.06    -8.44     9.16    -2.90    11.05     0.74    -0.71     3.99    -2.59   -14.01    -2.70     9.34
  -20.46    -6.28    -7.06    -9.65     2.93     2.07    -0.32     4.16   -14.92     2.07     5.68    -3.83     4.74
  -11.16     9.43   -14.36     6.77     4.09     3.86     1.96   -10.17     0.94    -2.99     9.05    -1.92    -4.10
    1.70    -0.18     6.10    33.17     2.39    -1.48    -4.19    -3.01    -3.18    17.11    -9.79    -8.11    -7.79
  -13.09    -9.80    25.72     4.69    -0.67     0.12    12.17    -6.38     0.65     0.18     0.67    -0.04    -6.82
  -23.27    -0.02    -4.46   -10.36    -0.14    -1.13    -0.15     0.53   -12.13    -1.10     1.75     2.51     1.11
  -17.99     6.76     7.61    -4.14     1.55     1.99     2.49   -10.46    -3.58    -9.35    -1.77     0.50     6.89
    0.61   -22.51     3.50    -4.62   -16.10   -11.30    -6.39    -3.72     2.12    -4.23     6.83     5.81    -4.99
    2.02   -18.19   -12.40     8.15    -9.72    10.39    -6.94    -0.24     5.18    -3.44    -6.66    -1.06    -0.86
   10.41    18.84   -11.69     2.20   -13.51   -10.04     6.47     4.38    -3.71    -1.81    -1.44     3.78     1.67
   10.22    -7.79     5.72    -7.15    -4.33   -12.49    -7.47     8.40     1.71   -12.03     6.48     3.28     0.85
    6.17   -20.39    -6.36   -17.67     4.18    -3.81    -0.10     0.38     2.81     9.10    -1.05   -10.56     0.71
  -18.61    12.56   -11.47    -0.62     1.09     0.91    -2.47    -7.29     2.69     2.28     3.92    -8.56    -1.80
   20.74     3.08    -8.16     0.21    -4.39    -7.49     2.91    -1.41     4.13    -3.44     3.71     5.43    -3.05
   11.69    19.20    14.48     7.97     1.17    14.20    -4.91    -1.96    -2.84    -8.54     5.80    -3.73     1.83
  -10.53     1.29     6.19    -7.05     9.20     4.95    -2.44   -12.89    -5.99    -7.57    -3.06     3.09     2.28
  -12.90     9.57    10.79   -10.55     5.54    -4.89    -0.26    -9.41    -2.62    -6.98    -4.41     9.92     4.63
   11.34     7.12    11.73    -4.81    -8.30    13.02    -2.98     0.33   -13.49    -6.25    -1.69     3.22     1.89
    9.19    20.11    -2.89     3.12   -11.04   -12.80    -2.71     1.31     6.77    -4.59    -5.98     3.70    -4.14
